clinic,rating,review,evidence_quote,primary_label,secondary_labels,patient_stage,automation_tier,product_surface,root_cause,severity,commercial_relevance
Fertility Plus,1,"DONT'T DELETE -  I strongly advise caution before choosing Dr. Gudi and Harley Street Fertility Plus. Dr Gudi had asked us to see andrologist end of £16,000+ dont trust the guy !!!  When the treatment failed, instead of taking professional responsibility, he told me the outcome was 'between me and m",lack of medical skill,not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,clinical quality,5,5
King's Fertility,1,"My experience with King’s Fertility was very distressing, both clinically and administratively. On the clinical side, I did not feel there was adequate shared decision-making or clear explanation of options and rationale at key points, and parts of my treatment felt rushed. I left appointments unsur",issues that had been missed,not_automatable,treatment_coordination,treatment,not_solvable,out_of_scope,clinical quality,5,5
King's Fertility,1,"Appalling experience at Kings. I've left some time before I complete this review, as I went elsewhere for treatment after Kings and had so much better results. Kings are not good for women like me with low amh, put me on highest dose of stims to fry my eggs, made me trigger when I had three 16 mm fo",Kings are not good for women like me with low amh,not_automatable,post_treatment_followup,treatment,not_solvable,out_of_scope,clinical quality,5,5
IVF Hammersmith,1,"They don't care about you as a patient, about your health or feelings, only about making money and acting like crooks instead of doctors. I was supposed to have a procedure done with them and luckily I had a video call with Dr Kinjal Shah Rajiv and whilst discussing some blood tests results which ca",only about making money and acting like crooks,not_automatable,financial_transparency,consultation,not_solvable,out_of_scope,prioritizing profit over patient care,5,4
Aria Fertility,1,"Absolutely terrible experience. In our view, the team seemed unprofessional and disorganized, and we never felt genuinely cared for. Because they gave my partner sparkling water beforehand, something we were later told interfered with sedation, my partner ultimately had to undergo the procedure with",the team seemed unprofessional and disorganized,not_automatable,treatment_coordination,treatment,not_solvable,out_of_scope,unprofessional and disorganized team,5,5
Queen's Clinic,1,"I visited this clinic and was shocked, to put it mildly. The nurse, a Russian-speaking one at that, was not only rude but also very judgmental. I paid £700 for a blood test and a couple of packs of pills that they gave me on the spot. I think that's too much. I highly, highly recommend it!",The nurse was not only rude but also very judgmental,not_automatable,financial_transparency,treatment,not_solvable,out_of_scope,staff personality,5,5
CRGH City,1,"At the end of 2020, after several unsuccessful rounds of IVF and close to £15,000 spent, my partner and I made the difficult decision to donate an unused embryo to research as we were emigrating to the other side of the world. …","after several unsuccessful rounds of IVF and close to £15,000 spent",not_automatable,,treatment,not_solvable,out_of_scope,bad outcome,5,5
CRGH City,1,Nurses were nice and response to e-mail and call back were also good however I am really disappointed with the outcome of my treatment. Had 2 failed cycle after paying a lot of money. After my second failed cycle i received a text asking …,Had 2 failed cycle after paying a lot of money,not_automatable,post_treatment_followup,post_treatment,not_solvable,out_of_scope,bad outcome,5,5
CRGH City,1,I would like to write to express how frustrated and disappointed myself and my husband are after our attempt IVF cycle. Both myself and my husband would like to describe our experience so far. …,how frustrated and disappointed myself and my husband are,not_automatable,,treatment,not_solvable,out_of_scope,bad outcome,5,5
Create Fertility,1,"I found Create Fertility,Wimbledon, an incompetent, unprofessional, uncaring fertility clinic, one to steer clear of if you are self-funding & or have any fertility complications. My treatment was neglectful, had oversights, inconsistent, …","My treatment was neglectful, had oversights",not_automatable,,treatment,not_solvable,out_of_scope,neglectful treatment,5,5
108 Harley Street,1,The reception staff are friendly and welcoming.  However the procedure (contrast mammogram) was done so poorly that I was totally speechless. The nurse who looked as if she was being trained tried to insert a cannula in my …,The procedure was done so poorly,not_automatable,,treatment,not_solvable,out_of_scope,poor procedure execution,5,5
108 Harley Street,1,"I urge anyone who reads this not to go there. What a nightmare experience I had with this place from the admin to the 'medical team'. No compassion,unprofessional amateurs. Pls dont put yourself through it. Appointments for womens health …","No compassion,unprofessional amateurs",not_automatable,complaint_handling,complaint,not_solvable,out_of_scope,clinical quality and staff behavior,5,5
London Medical,1,"No respect, unprofessional, trash. Nikos Stamos no good, disrespectful. Trying to make money from patient rather than being honest, lies to client about their nerve compression symptoms saying …",lies to client about their nerve compression symptoms,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
London Medical,1,"Astonishingly poor. The doctor I saw was preoccupied far, far more with my money than with my care. After telling me there was a ‘real possibility’ my symptoms could be signs of a rare form of cancer, she disappeared into the ether. I could …",more with my money than with my care,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
London Medical,1,"I was booked here by DVLA for a medical fitness review. I hoped to see a doctor on behalf of DVLA, but I got the DVLA on behalf of a doctor, the gentleman that saw me knew the highway code backwards, just as well, because  he couldn't tell his @$$ from his elbow medically. Total waste of time.",couldn't tell his @$$ from his elbow medically,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
The Medical Chambers Kensington,1,I have visited this place in order to see a qualified GP. I was more than happy to go private as I hoped I would save time and get better more personalised care. In reality this experience was quite awful. As their GP diagnosed that I don't have an ear infection (the problem that made me want to see,In reality this experience was quite awful,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
Kensington International Clinic - La Maison Medicale,1,Terrible experience. With Dr Bouvresse Not even matching the basic hygiene standards . To avoid at all costs !!!,Not even matching the basic hygiene standards,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
Kensington International Clinic - La Maison Medicale,1,"After an appointment with Dr. Bouvresse (dermatology)  Terribly rude, unhygienic (blood and pus stains!), and he'll charge you for a full consultation (£130) only to tell you to go see his colleagues at another clinic! Unacceptable lack of professionalism, not to mention an extremely unpleasant rece","Terribly rude, unhygienic",not_automatable,financial_transparency,consultation,not_solvable,out_of_scope,clinical quality,5,5
Hormone Health,1,DO NOT USE!! As a clinician who sees more and more ladies scanned in this “clinic” I advise you to stay away!! …,stay away!!,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Hormone Health,1,Extremely unprofessional doctor F. Vakilian. She has absolutely zero concern or commitment towards patient. We went in for my father’s high bp and we asked her some immediate meds to bring it down. Instead we were left stranded. She was such a lethargic person she didn’t care to communicate properly,zero concern or commitment,not_automatable,complaint_handling,consultation,not_solvable,out_of_scope,unprofessional doctor,5,5
Hormone Health,1,I went to the doctor Ruchi Gupta after sever night episode with gallbladder pain. So it was not a routing ultrasound. The doctor told me everything was great. The report is super minimalistic with not details or sizes (which is already very …,The doctor told me everything was great,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Hormone Health,1,"Had a scan here because I didn’t want to wait for my NHS one. They completely missed the diagnosis, it all felt rushed, and they reported that there’s nothing there. My NHS scan happened 3 days later, and I had the same scan, with a doctor, and they found the diagnosis! As a doctor myself, the NHS s",They completely missed the diagnosis,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Hormone Health,1,Extremely Disappointed – Serious Concerns About Diagnostic Accuracy  I had a deeply concerning experience with London Private Ultrasound. Despite …,Serious Concerns About Diagnostic Accuracy,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Hormone Health,1,"Infringement of IP: Ultrasound London Limited, managed by Dr. Pedram Aghaei, has illicitly claimed full ownership of my website, www.londonsono.com, without my permission. …",Infringement of IP,not_automatable,,complaint,not_solvable,out_of_scope,IP infringement,5,5
Hormone Health,1,Wrong diagnosis for an expensive price,Wrong diagnosis,not_automatable,,consultation,not_solvable,out_of_scope,wrong diagnosis,5,5
Hormone Health,2,"Waited over 20 minutes, I wanted a scan for lipoma. Dr said he can see a huge lump just by looking at me with clothing on then he gave me a scan for turns out, I don’t have one. He said my muscle is lumpy , I asked if there was anything I could do he said,’I don’t know’ he could not offer me an alte","Dr said he can see a huge lump just by looking at me with clothing on then he gave me a scan for turns out, I don’t have one.",not_automatable,treatment_coordination,treatment,not_solvable,out_of_scope,clinical quality,5,5
Hormone Health,2,"Expensive, got a wrong diagnosis from them, steer clear!",got a wrong diagnosis,not_automatable,,consultation,not_solvable,out_of_scope,wrong diagnosis,5,5
Dottore London,1,"Very disappointing experience. The dietician I visited was completely uninterested/unengaged during my visit (e.g. she asked me to describe my diet, which I did, and then mentioned I am pescatarian, after being told I eat meat every week//she was legit cleaning her nails whilst talking to me? not ev",The dietician I visited was completely uninterested/unengaged during my visit.,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Dottore London,1,"I spent £450 at this clinic and sadly it was a huge disappointment. I paid £300 for the first visit, got a treatment that didn’t work, and when I was desperate enough to go back, they charged me another £150 for a second visit. That treatment failed too.  Only when I saw other doctors did I finally","I paid £300 for the first visit, got a treatment that didn’t work, and when I was desperate enough to go back, they charged me another £150 for a second visit.",not_automatable,financial_transparency,treatment,not_solvable,out_of_scope,clinical quality,5,5
Dottore London,1,"Never again!!! My experience was awful! I had a visit with Dr Sereni, she wasn’t professional at all and the diagnosis after the shortest visit in my life was completely wrong!!!",diagnosis was completely wrong,not_automatable,,consultation,not_solvable,out_of_scope,wrong diagnosis,5,5
Dottore London,1,"Horrible experience I went to a dermatologist to remove some warts. He created wounds that were too deep, taking away some of my capillaries, and even today, two days later, the …",wounds that were too deep,not_automatable,,treatment,not_solvable,out_of_scope,poor treatment outcome,5,5
Dottore London,1,"Worst money I've ever spent. I have a foot problem, and I don't want £250 to make me bounce on my toes and tell me I need physiotherapy without any further explanation, just lightly touching my heel. So arrogant!!!! Never again!",So arrogant!!!! Never again!,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
Dottore London,1,After today I will never set foot in there again.,never set foot in there again,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Messina Clinic,1,"I had a very bad experience in this clinic. Everyone was nice and friendly but I question qualification of the doctors that work there. Ours was Barbara Marinho. I came with my daughter who was having fever and sore throat. Doctor only looked at her throat - she didnt check ears, nose, lungs, didnt",question qualification of the doctors,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,"I strongly advise anyone considering treatment at LMA Clinic to think very carefully before committing. My experience was disappointing and extremely costly.  I had Sculptra and laser treatments for acne scarring and saw no noticeable improvement. Whenever I raised concerns, I felt dismissed by staf",saw no noticeable improvement,not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,HORRIBLE NIGHTMARE  I am writing this review to express my utmost disappointment and concern …,HORRIBLE NIGHTMARE,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,"I went to this clinic because I have dark circles and eye bags. They suggested me to get injections of hyaluronic acid. After 2 of them and 400 pounds less in my wallet, I was exactly like before. The doctor offered me for free the third one and still nothing. After that he refused to sort this out.",used the cheapest product,not_automatable,financial_transparency,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,I'm writing this review to pre warn anybody who would love to visit LMA clinic. From a simpy botox treatment doctor (A Al-Ayoubi)  made me look like I'm sleeping with my eyes open. My eyes are half way open. My eyelids are dropping down. …,made me look like I'm sleeping,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,"If you think to visit this place for the first time, do not even think! Run from there!!! …",Run from there,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,"If you are looking for a CON MAN go and see Dr AYHAM  AL AYOUBI in Harley Street. I totally agree with all the reviews here, that calls this man a CHARLATAN. A very unethical Dr, who charges high rates, but delivers substandard/poor treatment. An aggressive manner, and no skills. DO Not GO there Thi",charges high rates,not_automatable,financial_transparency,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,Unless ready to be ruined for life stay well away from from Al-Ayoubi. The positive reviews are a fake not difficult to spot it.,ruined for life,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,Do not go here! Absolute con. I spent thousands for absolutely no improvement at all and when I’ve tried to speak to them about it they’ve ignored me and blocked me. Stay well away.,no improvement at all,not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,Made the issue I came for significantly worse,Made the issue I came for significantly worse,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Harley Street Dr,1,Apparently a cowboy. No more of these in the society plz,Apparently a cowboy,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Outpatient 84 Harley Street,1,"Went for a foot intervention. Clinic was in a different place and all the space was makeshift. I was charged 3000GBP for a 20 min intervention. Immediately after there was excessive bleeding, presumably due to unsuccessful cauterizing.- 3 months later the intervention was unsuccessful. I strongly re",Excessive bleeding,not_automatable,financial_transparency,treatment,not_solvable,out_of_scope,clinical quality,5,5
Outpatient 84 Harley Street,1,I went to Harley Street Clinic back in August 2019 (14/08/2019 to be exact) to get a cyst on my nose removed and ended up with a huge hole in my nose which has left a permanent scar. Big mistake.,ended up with a huge hole in my nose,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Outpatient 84 Harley Street,1,"This clinic done a biggest miracle of medical a world. A well known Corrupt Political family get treated here and open heart surgery with 4 bypass operation let him up from the bed only after three days and he was able to eat, use stairs …",A well known Corrupt Political family get treated here,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Outpatient 84 Harley Street,1,"My mum went to Harley Street in June for a procedure but unfortunately died whilst having the procedure, she was absolutely fine when she walked in, never thought for one minute I'd never see her or speak to her again, very upsetting, wish she'd never gone, maybe we will get to the bottom of what ha",she was absolutely fine when she walked in,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
Outpatient 84 Harley Street,1,"Shame on Harley Street Clinic, its doctors, and staff for hiding Kulsoom Nawaz and giving her corrupt husband (ex PM of Pakistan) a cover and alibi to run away from justice. Almighty pound sterling is greater than honor and integrity for Harley .",Shame on Harley Street Clinic,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
LIPS Healthcare,1,"Recently I had a negative experience with neurologist Dr. Gratwicke. I was prescribed an expensive (£600), strong migraine medication despite having long-standing neurological hypersensitivity (my nervous system can’t tolerate even caffeine contents of a single cup of tea) and symptoms that did not",severe adverse effects,not_automatable,treatment_coordination,consultation,not_solvable,out_of_scope,clinical misjudgment,5,5
LIPS Healthcare,1,"Arrogant, unprofessional, and utterly careless toward patients — and the list goes on.  I visited this clinic less than two months ago with a minor back injury and nearly ended up being pushed toward unnecessary surgery.  A word of advice to the leadership team: instead of spending on PAs and superf","Arrogant, unprofessional, and utterly careless",not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
The Regenerative Clinic,1,"This clinic seemed to be set up to simply milk money and return negative tests. I booked 4 ‘day 2’ tests for me and my family. There was no ID check, the nurse waved the swab around the nostrils and in my case I am not even sure she touched …",the nurse waved the swab around the nostrils,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,5,5
London Medical,1,"No respect, unprofessional, trash. Nikos Stamos no good, disrespectful. Trying to make money from patient rather than being honest, lies to client about their nerve compression symptoms saying …",lies to client about their nerve compression symptoms,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
London Medical,1,"Astonishingly poor. The doctor I saw was preoccupied far, far more with my money than with my care. After telling me there was a ‘real possibility’ my symptoms could be signs of a rare form of cancer, she disappeared into the ether. I could …",more with my money than with my care,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
London Medical,1,"I was booked here by DVLA for a medical fitness review. I hoped to see a doctor on behalf of DVLA, but I got the DVLA on behalf of a doctor, the gentleman that saw me knew the highway code backwards, just as well, because  he couldn't tell his @$$ from his elbow medically. Total waste of time.",couldn't tell his @$$ from his elbow medically,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,5,5
Grosvenor Gardens Healthcare - Victoria,1,"I came for a scan with Dr. Tezcan, who delivered bad news in a blunt and insensitive manner. She pressured me into booking an IVF consultation on the spot, which I had not considered or discussed with my partner. I paid for the scan and a …",pressured me into booking IVF,not_automatable,financial_transparency,consultation,not_solvable,out_of_scope,pressure to book additional services,5,4
The Evewell - Harley Street,2,I heard really good things about the Evewell but my experience was very disappointing. I had two failed cycles with them. My doctor didn’t discuss diet or supplements and didn’t offer any new approaches after the first round had failed. …,two failed cycles,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
The Evewell - Harley Street,3,We had an unsuccessful round of IVF at the Evewell in July 2022. IVF clinics are really in the business of selling hope. When people are spending upwards of £10k on a round of IVF there should be far more rigour and independent analysis of the 'success results' that a clinic claims. We sort treatmen,IVF clinics are really in the business,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,5
Assisted Reproduction & Gynaecology Centre,1,"They treat women like money-making objects. If you are sick, they do not show any concern. They just tell you to call NHS! So much for private clinic. They don’t even have an elevator inside. What if you feel sick and can’t walk? …",treat women like money-making objects,not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,poor patient care,4,5
Assisted Reproduction & Gynaecology Centre,1,"Tribble experience, rude staff.  the worse thing they are really disorganise. This is really sensitive and you need better clinic.  Worse experience ever!!","rude staff, really disorganise",not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,poor organization,4,5
Assisted Reproduction & Gynaecology Centre,1,Unfortunately they treat people terribly at this clinic,treat people terribly,not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,poor patient care,4,5
Assisted Reproduction & Gynaecology Centre,2,"Disappointing.  The wait times and bedside manner are just as disappointing as the NHS and when I am spending hundreds of pounds for a service I expect better.  Most disappointingly, the doctor did not introduce herself nor say hello, when I walked in she just ordered me to undress and get on the ch",she just ordered me to undress and get on the chair,not_automatable,treatment_coordination,consultation,not_solvable,out_of_scope,lack of empathy and poor bedside manner,4,4
Assisted Reproduction & Gynaecology Centre,2,"The treatment was very tailored, but despite that, my overall experience with ARGC is negative. They operate on very high volume of patients, staff look overloaded and the human element is missing. It is a stressful treatment and the busy, rushed atmosphere at ARGC makes the whole experience miserab",staff look overloaded,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
Create Fertility - St. Paul's,1,"CONVEYER BELT SERVICE. From the moment you start the cycle you feel you are just another part on a conveyer belt in a huge factory. Queues at reception, long waits for blood tests, …",Queues at reception,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
Create Fertility - St. Paul's,1,Terrible experience. Where do i start.. in this clinic you are not treated as an individual but a number. There is no personal touches and i felt there was not one consistent thing …,not treated as an individual,not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,lack of personalization,4,4
Create Fertility - St. Paul's,1,"My experience at Create St Paul’s has been a truly stressful one, having undergone IVF previously at other clinics I had experience of the fertility world but nothing prepared me for the terrible service we received at Create, we paid for 3 …",terrible service we received,not_automatable,,treatment,not_solvable,out_of_scope,poor service quality,4,5
Create Fertility - St. Paul's,1,I had a very poor experience after visiting CREATE (St Paul's). The Dr that assessed me had clearly not reviewed my notes and seemed to be questioning what I was telling her. Her manners were rude like she would interrupt you (not a big deal) .She then said she had to scan me to assess my situation.,Dr had clearly not reviewed my notes,not_automatable,complaint_handling,consultation,not_solvable,out_of_scope,clinical quality,4,4
Create Fertility - St. Paul's,1,Private clinic delivering NHS level service. Having received way better service and treatment at my new clinic all I can say is stay away from this clinic. Find somewhere better. Waste of time & money. …,stay away from this clinic,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
Create Fertility - St. Paul's,2,"I sadly have to give CREATE Cheapside a low rating. We have just finished our second unsuccessful round of IVF with the team here, and I will not be using them if we chose to have another go. …",unsuccessful round of IVF,not_automatable,,treatment,not_solvable,out_of_scope,unsuccessful treatment,4,5
Create Fertility - St. Paul's,3,"Two individual five-stars first: Nurse Claire C was an absolute standout during my egg retrieval - calm, warm, and made a daunting experience feel far less lonely. And once I was consistently seen by Dr Poonima, the care improved …",Nurse Claire C was an absolute standout,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
"The Birth Company London, HCA",3,"I have done 7-8 scans here during my two pregnancies which all went fine. Easy booking, fast service, on time, pleasant staff. However, I had a senior sonographer appointment few weeks ago where I asked specifically for transvaginal scan which provides the most accurate picture for my state. She dis",She dismissed me by saying that she sees everything on the stomach scan.,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
London Gynaecology - Moorgate,1,"Whilst this clinic may be good at dealing with other / straightforward gynaecological matters, I found the consultant I saw to be disappointing. She was truly compassionate in terms of the physical pain and emotional distress I was in which was great, but was lacking in medical knowledge around thin",She was lacking in medical knowledge.,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
London Pregnancy Clinic,2,"A chaos. I’m happy I came for a blood test only, and can’t imagine staying with this clinic for any other procedures or treatments. I saw at least 4 members of staff there and I was the only patient, but for some …",A chaos. I’m happy I came for a blood test only,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
London Gynaecology - Harley Street,1,"I am absolutely appalled by my experience at this clinic in Central London. I went for an egg count as part of my egg freezing journey. Let me be clear—the scan itself was fantastic. The practitioner was incredible, easily the best I’ve …",the scan itself was fantastic,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
London Gynaecology - Harley Street,1,"I was not impressed by the treatment I received.  I had the very same procedure under the NHS several weeks later, and it was more thorough and detailed and provided significantly better feedback. The BUPA consultant didn’t seem to be able …",more thorough and detailed,not_automatable,,treatment,not_solvable,out_of_scope,poor treatment quality,4,4
London Gynaecology - Harley Street,1,While the radiographers and assistants were very friendly and knowledgeable (which is why I’ve given a star to this review) and can’t talk about the for the other doctors here who maybe more competent but I found Miss Heather Evans’ care …,found Miss Heather Evans’ care,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
The Fertility Academy,1,"Me and my partner had a video consultation with the doctor. (She had several treatments done at the clinic before, so the doctor  knows her medical history.) Our agenda of the consultation was to discuss results of tests that were recommended by the doctor. Not to mention that each consolation with",50% of scheduled 3,not_automatable,financial_transparency,consultation,not_solvable,out_of_scope,clinical quality,4,4
Miss Claire Mellon & Associates,1,"I have waited a while to write this review for various reasons. However, given the potential negative impact on many other women who might have the same misfortune of coming across Dr Sarah Glynne, I thought I must follow up with a review.  I went to see Sarah Glynne following some hormonal issues p",I was told that I was in early perimenopause,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
Miss Claire Mellon & Associates,1,"I was hoping to get some good advice from a prestigious, but I was left disappointed and shocked by the comment the Gynaecologist Emma Kirk made. …",left disappointed and shocked by the comment,not_automatable,,consultation,not_solvable,out_of_scope,clinical quality,4,4
The Lister Fertility Clinic,1,"We were very disappointed. The doctor was hard to communicate with and seemed unconcerned. Staff were responsive with appointments, but overall the clinic felt more like a business machine than a patient-focused service. We have since moved and feel much better supported elsewhere.",doctor was hard to communicate with,not_automatable,complaint_handling,consultation,not_solvable,out_of_scope,poor communication,4,3
The Lister Fertility Clinic,1,"Unacceptably brutal, it was not necessary. Since we have moved on somewhere else and it is going well. It felt that some consultants and member of staff have lost sense of reality. As others we also faced their bureaucracy and their eager to sell their sperm bank. It was reported to us that a good n",some consultants and member of staff have lost sense of reality,not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,negative staff attitude,4,4
The Lister Fertility Clinic,3,I think they changed their egg collection protocol and sedation drugs because of Covid-19. The deep sedation and the drugs they are using now are brutal -- made me depressed and lethargic for days after the procedure while in previous egg collections pre-covid I recovered immediately with no effect,sedation drugs are brutal,not_automatable,,treatment,not_solvable,out_of_scope,clinical protocol change,4,3
The Lister Fertility Clinic,3,"Nice clinic but our blastocyst didn't attach, two weeks later I went for a scan elsewhere for a check up and they discovered a big polyp, quite suprised how the Lister didn't discover it considering how many scans they were doing, as it …",didn't discover a big polyp,not_automatable,,treatment,not_solvable,out_of_scope,clinical oversight,4,4
London Women's Clinic - Harley Street,1,I can honestly say i wouldn't recommend the essex clinic. A doctor who didn't introduce herself as a doctor was more then rude and needs to be a litle more choice in ther wording while undertaking an ultrasound. I was spoken to by another …,doctor was more then rude,not_automatable,,consultation,not_solvable,out_of_scope,rude staff behavior,4,4
London Women's Clinic - Harley Street,1,I am in the process of freezing my eggs and LWC is not a great option. They are one of the more expensive options and their attention to detail is really poor. I wouldn't recommend them.,attention to detail is really poor,not_automatable,financial_transparency,treatment,not_solvable,out_of_scope,poor attention to detail,4,4
London Women's Clinic - Harley Street,1,awful experience! the staff need to learn what compassion is! I would not recommend this place to anyone...I think kindness is a strange word for both doctors or nurses there,the staff need to learn what compassion is,not_automatable,,treatment,not_solvable,out_of_scope,staff behavior,4,4
London Women's Clinic - Harley Street,2,My husband and I went for a fertility check. Everyone was very nice. The facilities also seemed nice. In the end I was very disappointed with the insensitivity of the doctor who delivered our results. He was pushing IVF even before we knew …,insensitivity of the doctor,not_automatable,,consultation,not_solvable,out_of_scope,insensitive doctor,4,4
London Women's Clinic - Harley Street,2,"Very disappointed with my experience.  After going through two full cycles at this clinic, I feel increasingly let down rather than supported. What I expected was professional guidance, care, and a genuine willingness to help patients navigate such an important and emotional journey. Unfortunately,",treated as routine rather than personalised,not_automatable,treatment_coordination,treatment,not_solvable,out_of_scope,lack of personalized care,4,5
London Women's Clinic - London Bridge,1,"This clinic was one of the worst experiences a young woman could have. At 33, I went in for a fertility test ahead of egg freezing. I was met with a poor result (fair enough) and how the doctor handled it was in a “poor you” patronizing …",doctor handled it...patronizing,not_automatable,complaint_handling,consultation,not_solvable,out_of_scope,staff personality,4,4
CRGH (The Centre for Reproductive and Genetic Health),1,Why is a visibly ill (likely with the flu) receptionist working? People may need to cancel cycles if they get ill. Please do better!,visibly ill receptionist working,not_automatable,,consultation,not_solvable,out_of_scope,ill receptionist,4,3
CRGH (The Centre for Reproductive and Genetic Health),1,I had 5 rounds of egg retrieval procedures done in the past. 2 at another clinic in the UK and 2 overseas. I had one of the most painful egg retrieval experiences recently at CRGH great portland street. Not sure why nobody mentions this. Maybe we ladies are too good at bearing pain.,one of the most painful egg retrieval experiences,not_automatable,,treatment,not_solvable,out_of_scope,painful procedure experience,4,3
CRGH (The Centre for Reproductive and Genetic Health),1,"My partner and I were really disappointed by the clinic especially the quality of service we received. A gynaecologist recommended this clinic and after some research about success rate we were comfortable using them. However, the staff …",disappointed by the quality of service,not_automatable,,consultation,not_solvable,out_of_scope,poor service quality,4,4
CRGH (The Centre for Reproductive and Genetic Health),1,Very dissapoonted. My experience is terrible and i found the clinic lacking any degree of respect or empathy towards patients. The attitide is shocking and frankly very rude. I certainly will not be proceeding.,The attitide is shocking and frankly very rude.,not_automatable,,consultation,not_solvable,out_of_scope,staff attitude,4,5
CRGH (The Centre for Reproductive and Genetic Health),1,Rude and incompetent patient liaison and nursing staff. A dreadful experience.,Rude and incompetent patient liaison,not_automatable,,treatment,not_solvable,out_of_scope,staff personality,4,5
Fertility Plus,1,"I gave them a 1 star, based on how I was treated by Dr Shah. I thought he was heartless and cold but very direct. I do not think he knows how to deal with women and their feelings., to him it comes across as a joke! That's just my opinion.I should have seen Dr Gudi.",heartless and cold,not_automatable,,consultation,not_solvable,out_of_scope,staff personality,4,4
Fertility Plus,1,I had a bad experience with a negative result from Mr. Shad! I do not recommend,negative result from Mr. Shad,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
Aria Fertility,2,"My wife and I had five IVF cycles with one of the directors at Aria and ultimately felt disappointed. Although we did end up having success, it wasn’t thanks to Aria — we sought a second opinion from another clinic for our final round and only returned to Aria for the transfer because we had already",directors are not present,not_automatable,treatment_coordination,treatment,not_solvable,out_of_scope,clinical quality,4,5
Queen's Clinic,1,Dr is proficient and experienced in his treatment but any post-service follow ups were negligible. Its been a a few weeks post my request for a breakdown of my medicine invoice to support an insurance claim and have gotten zero support.,suffering from pelvic pain,not_automatable,complaint_handling,treatment,not_solvable,out_of_scope,clinical quality,4,5
Queen's Clinic,1,It’s unclear how they have 4.6 stars. I would have received faster results from the NHS. I don’t understand how they can charge money for service and waiting times that are significantly worse than the NHS.,I would have received faster results from the NHS,not_automatable,,treatment,not_solvable,out_of_scope,clinical quality,4,4
